    h   V  C    x      y      Y
 2.5GY  8 14 0.4261 0.5344 59.100
 2.5GY  8 16 0.4327 0.5475 59.100
 2.5GY  8 18 0.4371 0.5557 59.100
   5GY  8  2 0.3284 0.3542 59.100
   5GY  8  4 0.3433 0.3872 59.100
   5GY  8  6 0.3573 0.4214 59.100
   5GY  8  8 0.3696 0.4542 59.100
   5GY  8 10 0.3816 0.4879 59.100
   5GY  8 12 0.3924 0.5199 59.100
   5GY  8 14 0.4011 0.5468 59.100
   5GY  8 16 0.4061 0.5641 59.100
   5GY  8 18 0.4104 0.5785 59.100
   5GY  8 20 0.4127 0.5855 59.100
 7.5GY  8  2 0.3194 0.3502 59.100
 7.5GY  8  4 0.3266 0.3809 59.100
 7.5GY  8  6 0.3339 0.4129 59.100
 7.5GY  8  8 0.3408 0.4452 59.100
 7.5GY  8 10 0.3463 0.4791 59.100
 7.5GY  8 12 0.3511 0.5144 59.100
 7.5GY  8 14 0.3546 0.5490 59.100
 7.5GY  8 16 0.3569 0.5798 59.100
 7.5GY  8 18 0.3585 0.6063 59.100
 7.5GY  8 20 0.3592 0.6235 59.100
  10GY  8  2 0.3121 0.3459 59.100
  10GY  8  4 0.3140 0.3727 59.100
  10GY  8  6 0.3150 0.4014 59.100
  10GY  8  8 0.3149 0.4284 59.100
  10GY  8 10 0.3140 0.4601 59.100
  10GY  8 12 0.3124 0.4926 59.100
  10GY  8 14 0.3091 0.5247 59.100
  10GY  8 16 0.3043 0.5578 59.100
  10GY  8 18 0.2987 0.5919 59.100
  10GY  8 20 0.2918 0.6255 59.100
  10GY  8 22 0.2846 0.6564 59.100
  10GY  8 24 0.2781 0.6840 59.100
  2.5G  8  2 0.3053 0.3404 59.100
  2.5G  8  4 0.3009 0.3614 59.100
  2.5G  8  6 0.2952 0.3851 59.100
  2.5G  8  8 0.2896 0.4065 59.100
  2.5G  8 10 0.2829 0.4301 59.100
  2.5G  8 12 0.2743 0.4554 59.100
  2.5G  8 14 0.2661 0.4780 59.100
  2.5G  8 16 0.2563 0.5045 59.100
  2.5G  8 18 0.2451 0.5309 59.100
  2.5G  8 20 0.2339 0.5561 59.100
  2.5G  8 22 0.2221 0.5799 59.100
  2.5G  8 24 0.2091 0.6033 59.100
    5G  8  2 0.3009 0.3359 59.100
    5G  8  4 0.2924 0.3523 59.100
    5G  8  6 0.2822 0.3702 59.100
    5G  8  8 0.2723 0.3865 59.100
    5G  8 10 0.2613 0.4026 59.100
    5G  8 12 0.2489 0.4191 59.100
    5G  8 14 0.2368 0.4348 59.100
    5G  8 16 0.2240 0.4500 59.100
    5G  8 18 0.2103 0.4652 59.100
    5G  8 20 0.1956 0.4806 59.100
    5G  8 22 0.1821 0.4940 59.100
  7.5G  8  2 0.2981 0.3326 59.100
  7.5G  8  4 0.2874 0.3464 59.100
  7.5G  8  6 0.2754 0.3608 59.100
  7.5G  8  8 0.2639 0.3733 59.100
  7.5G  8 10 0.2515 0.3867 59.100
  7.5G  8 12 0.2380 0.4002 59.100
  7.5G  8 14 0.2254 0.4125 59.100
  7.5G  8 16 0.2120 0.4252 59.100
  7.5G  8 18 0.1980 0.4372 59.100
  7.5G  8 20 0.1845 0.4492 59.100
   10G  8  2 0.2957 0.3293 59.100
   10G  8  4 0.2828 0.3403 59.100
   10G  8  6 0.2693 0.3512 59.100
   10G  8  8 0.2564 0.3611 59.100
   10G  8 10 0.2430 0.3710 59.100
   10G  8 12 0.2282 0.3811 59.100
   10G  8 14 0.2148 0.3903 59.100
   10G  8 16 0.2012 0.3992 59.100
   10G  8 18 0.1866 0.4086 59.100
   10G  8 20 0.1734 0.4164 59.100
 2.5BG  8  2 0.2940 0.3268 59.100
 2.5BG  8  4 0.2791 0.3351 59.100
 2.5BG  8  6 0.2647 0.3429 59.100
 2.5BG  8  8 0.2500 0.3500 59.100
 2.5BG  8 10 0.2352 0.3566 59.100
 2.5BG  8 12 0.2196 0.3630 59.100
 2.5BG  8 14 0.2057 0.3681 59.100
 2.5BG  8 16 0.1915 0.3732 59.100
 2.5BG  8 18 0.1759 0.3782 59.100
   5BG  8  2 0.2919 0.3228 59.100
   5BG  8  4 0.2752 0.3278 59.100
   5BG  8  6 0.2588 0.3318 59.100
   5BG  8  8 0.2419 0.3352 59.100
   5BG  8 10 0.2264 0.3383 59.100
   5BG  8 12 0.2101 0.3412 59.100
   5BG  8 14 0.1958 0.3432 59.100
   5BG  8 16 0.1814 0.3450 59.100
 7.5BG  8  2 0.2900 0.3183 59.100
 7.5BG  8  4 0.2718 0.3200 59.100
 7.5BG  8  6 0.2525 0.3198 59.100
 7.5BG  8  8 0.2352 0.3198 59.100
 7.5BG  8 10 0.2184 0.3196 59.100
 7.5BG  8 12 0.2010 0.3188 59.100
 7.5BG  8 14 0.1868 0.3179 59.100
 7.5BG  8 16 0.1721 0.3168 59.100
  10BG  8  2 0.2894 0.3152 59.100
  10BG  8  4 0.2686 0.3130 59.100
  10BG  8  6 0.2489 0.3099 59.100
  10BG  8  8 0.2302 0.3063 59.100
  10BG  8 10 0.2120 0.3025 59.100
  10BG  8 12 0.1937 0.2978 59.100
  10BG  8 14 0.1788 0.2936 59.100
  2.5B  8  2 0.2897 0.3124 59.100
  2.5B  8  4 0.2668 0.3067 59.100
  2.5B  8  6 0.2462 0.3000 59.100
  2.5B  8  8 0.2264 0.2923 59.100
  2.5B  8 10 0.2066 0.2839 59.100
  2.5B  8 12 0.1877 0.2752 59.100
    5B  8  2 0.2908 0.3096 59.100
    5B  8  4 0.2671 0.2998 59.100
    5B  8  6 0.2457 0.2888 59.100
    5B  8  8 0.2237 0.2761 59.100
  7.5B  8  2 0.2922 0.3077 59.100
  7.5B  8  4 0.2688 0.2956 59.100
  7.5B  8  6 0.2472 0.2821 59.100
  7.5B  8  8 0.2252 0.2668 59.100
   10B  8  2 0.2935 0.3062 59.100
   10B  8  4 0.2718 0.2911 59.100
   10B  8  6 0.2512 0.2760 59.100
   10B  8  8 0.2294 0.2587 59.100
 2.5PB  8  2 0.2957 0.3047 59.100
 2.5PB  8  4 0.2758 0.2879 59.100
 2.5PB  8  6 0.2562 0.2709 59.100
   5PB  8  2 0.2974 0.3039 59.100
   5PB  8  4 0.2798 0.2861 59.100
   5PB  8  6 0.2614 0.2670 59.100
 7.5PB  8  2 0.3003 0.3034 59.100
 7.5PB  8  4 0.2856 0.2846 59.100
 7.5PB  8  6 0.2702 0.2648 59.100
  10PB  8  2 0.3027 0.3035 59.100
  10PB  8  4 0.2911 0.2848 59.100
  10PB  8  6 0.2792 0.2649 59.100
  10PB  8  8 0.2677 0.2443 59.100
  2.5P  8  2 0.3048 0.3040 59.100
  2.5P  8  4 0.2962 0.2850 59.100
  2.5P  8  6 0.2881 0.2671 59.100
  2.5P  8  8 0.2800 0.2488 59.100
    5P  8  2 0.3065 0.3047 59.100
    5P  8  4 0.3012 0.2868 59.100
    5P  8  6 0.2963 0.2704 59.100
    5P  8  8 0.2914 0.2534 59.100
    5P  8 10 0.2870 0.2380 59.100
  7.5P  8  2 0.3107 0.3070 59.100
  7.5P  8  4 0.3114 0.2915 59.100
  7.5P  8  6 0.3114 0.2785 59.100
  7.5P  8  8 0.3116 0.2626 59.100
  7.5P  8 10 0.3116 0.2497 59.100
  7.5P  8 12 0.3117 0.2370 59.100
   10P  8  2 0.3131 0.3084 59.100
   10P  8  4 0.3175 0.2955 59.100
   10P  8  6 0.3213 0.2829 59.100
   10P  8  8 0.3250 0.2700 59.100
   10P  8 10 0.3282 0.2582 59.100
   10P  8 12 0.3312 0.2470 59.100
   10P  8 14 0.3342 0.2349 59.100
 2.5RP  8  2 0.3154 0.3100 59.100
 2.5RP  8  4 0.3239 0.3000 59.100
 2.5RP  8  6 0.3327 0.2898 59.100
 2.5RP  8  8 0.3406 0.2793 59.100
 2.5RP  8 10 0.3479 0.2699 59.100
 2.5RP  8 12 0.3552 0.2594 59.100
 2.5RP  8 14 0.3621 0.2496 59.100
   5RP  8  2 0.3180 0.3120 59.100
   5RP  8  4 0.3308 0.3052 59.100
   5RP  8  6 0.3440 0.2978 59.100
   5RP  8  8 0.3570 0.2900 59.100
   5RP  8 10 0.3685 0.2828 59.100
   5RP  8 12 0.3818 0.2742 59.100
 7.5RP  8  2 0.3200 0.3136 59.100
 7.5RP  8  4 0.3360 0.3092 59.100
 7.5RP  8  6 0.3521 0.3042 59.100
 7.5RP  8  8 0.3682 0.2983 59.100
 7.5RP  8 10 0.3830 0.2930 59.100
 7.5RP  8 12 0.4002 0.2859 59.100
  10RP  9  2 0.3205 0.3155 78.660
  10RP  9  4 0.3400 0.3140 78.660
  10RP  9  6 0.3590 0.3118 78.660
  2.5R  9  2 0.3210 0.3168 78.660
  2.5R  9  4 0.3445 0.3179 78.660
  2.5R  9  6 0.3665 0.3183 78.660
    5R  9  2 0.3240 0.3188 78.660
    5R  9  4 0.3495 0.3226 78.660
    5R  9  6 0.3734 0.3256 78.660
  7.5R  9  2 0.3263 0.3210 78.660
  7.5R  9  4 0.3551 0.3283 78.660
  7.5R  9  6 0.3812 0.3348 78.660
   10R  9  2 0.3284 0.3233 78.660
   10R  9  4 0.3600 0.3348 78.660
   10R  9  6 0.3880 0.3439 78.660
 2.5YR  9  2 0.3320 0.3273 78.660
 2.5YR  9  4 0.3641 0.3422 78.660
 2.5YR  9  6 0.3927 0.3550 78.660
   5YR  9  2 0.3353 0.3325 78.660
   5YR  9  4 0.3668 0.3509 78.660
   5YR  9  6 0.3948 0.3659 78.660
 7.5YR  9  2 0.3380 0.3377 78.660
 7.5YR  9  4 0.3679 0.3585 78.660
 7.5YR  9  6 0.3950 0.3763 78.660
 7.5YR  9  8 0.4220 0.3930 78.660
  10YR  9  2 0.3392 0.3430 78.660
  10YR  9  4 0.3677 0.3668 78.660
  10YR  9  6 0.3941 0.3877 78.660
  10YR  9  8 0.4199 0.4069 78.660
  2.5Y  9  2 0.3390 0.3472 78.660
  2.5Y  9  4 0.3655 0.3738 78.660
  2.5Y  9  6 0.3910 0.3972 78.660
  2.5Y  9  8 0.4154 0.4186 78.660
  2.5Y  9 10 0.4370 0.4369 78.660
  2.5Y  9 12 0.4569 0.4527 78.660
    5Y  9  2 0.3378 0.3504 78.660
    5Y  9  4 0.3621 0.3799 78.660
    5Y  9  6 0.3858 0.4071 78.660
    5Y  9  8 0.4080 0.4319 78.660
    5Y  9 10 0.4275 0.4529 78.660
    5Y  9 12 0.4455 0.4719 78.660
    5Y  9 14 0.4602 0.4869 78.660
    5Y  9 16 0.4711 0.4977 78.660
    5Y  9 18 0.4782 0.5049 78.660
    5Y  9 20 0.4830 0.5092 78.660
  7.5Y  9  2 0.3365 0.3527 78.660
  7.5Y  9  4 0.3591 0.3832 78.660
  7.5Y  9  6 0.3811 0.4123 78.660
  7.5Y  9  8 0.4019 0.4392 78.660
  7.5Y  9 10 0.4201 0.4622 78.660
  7.5Y  9 12 0.4369 0.4829 78.660
  7.5Y  9 14 0.4503 0.4993 78.660
  7.5Y  9 16 0.4595 0.5104 78.660
  7.5Y  9 18 0.4663 0.5188 78.660
   10Y  9  2 0.3349 0.3537 78.660
   10Y  9  4 0.3558 0.3852 78.660
   10Y  9  6 0.3761 0.4155 78.660
   10Y  9  8 0.3957 0.4450 78.660
   10Y  9 10 0.4120 0.4694 78.660
   10Y  9 12 0.4271 0.4920 78.660
   10Y  9 14 0.4393 0.5101 78.660
   10Y  9 16 0.4477 0.5225 78.660
   10Y  9 18 0.4540 0.5320 78.660
 2.5GY  9  2 0.3321 0.3539 78.660
 2.5GY  9  4 0.3499 0.3866 78.660
 2.5GY  9  6 0.3670 0.4178 78.660
 2.5GY  9  8 0.3834 0.4490 78.660
 2.5GY  9 10 0.3973 0.4761 78.660
 2.5GY  9 12 0.4108 0.5028 78.660
 2.5GY  9 14 0.4212 0.5237 78.660
 2.5GY  9 16 0.4288 0.5383 78.660
 2.5GY  9 18 0.4354 0.5508 78.660
   5GY  9  2 0.3284 0.3534 78.660
   5GY  9  4 0.3437 0.3861 78.660
   5GY  9  6 0.3572 0.4179 78.660
   5GY  9  8 0.3698 0.4497 78.660
   5GY  9 10 0.3810 0.4791 78.660
   5GY  9 12 0.3911 0.5082 78.660
   5GY  9 14 0.3993 0.5329 78.660
   5GY  9 16 0.4058 0.5541 78.660
   5GY  9 18 0.4108 0.5699 78.660
 7.5GY  9  2 0.3198 0.3500 78.660
 7.5GY  9  4 0.3274 0.3793 78.660
 7.5GY  9  6 0.3351 0.4111 78.660
 7.5GY  9  8 0.3414 0.4415 78.660
 7.5GY  9 10 0.3471 0.4735 78.660
 7.5GY  9 12 0.3518 0.5042 78.660
 7.5GY  9 14 0.3551 0.5339 78.660
 7.5GY  9 16 0.3581 0.5654 78.660
 7.5GY  9 18 0.3602 0.5920 78.660
  10GY  9  2 0.3124 0.3454 78.660
  10GY  9  4 0.3144 0.3711 78.660
  10GY  9  6 0.3153 0.4008 78.660
  10GY  9  8 0.3157 0.4259 78.660
  10GY  9 10 0.3155 0.4558 78.660
  10GY  9 12 0.3139 0.4829 78.660
  10GY  9 14 0.3115 0.5129 78.660
  10GY  9 16 0.3079 0.5440 78.660
  10GY  9 18 0.3032 0.5748 78.660
  2.5G  9  2 0.3058 0.3400 78.660
  2.5G  9  4 0.3018 0.3606 78.660
  2.5G  9  6 0.2966 0.3846 78.660
  2.5G  9  8 0.2912 0.4054 78.660
  2.5G  9 10 0.2851 0.4275 78.660
  2.5G  9 12 0.2786 0.4491 78.660
  2.5G  9 14 0.2711 0.4726 78.660
  2.5G  9 16 0.2630 0.4966 78.660
    5G  9  2 0.3017 0.3357 78.660
    5G  9  4 0.2933 0.3519 78.660
    5G  9  6 0.2832 0.3697 78.660
    5G  9  8 0.2735 0.3854 78.660
    5G  9 10 0.2639 0.4001 78.660
    5G  9 12 0.2528 0.4160 78.660
  7.5G  9  2 0.2987 0.3323 78.660
  7.5G  9  4 0.2882 0.3461 78.660
  7.5G  9  6 0.2763 0.3607 78.660
  7.5G  9  8 0.2652 0.3738 78.660
  7.5G  9 10 0.2545 0.3855 78.660
  7.5G  9 12 0.2419 0.3985 78.660
   10G  9  2 0.2965 0.3293 78.660
   10G  9  4 0.2840 0.3402 78.660
   10G  9  6 0.2703 0.3513 78.660
   10G  9  8 0.2574 0.3618 78.660
   10G  9 10 0.2457 0.3702 78.660
   10G  9 12 0.2325 0.3796 78.660
 2.5BG  9  2 0.2947 0.3267 78.660
 2.5BG  9  4 0.2805 0.3349 78.660
 2.5BG  9  6 0.2652 0.3433 78.660
 2.5BG  9  8 0.2509 0.3507 78.660
 2.5BG  9 10 0.2382 0.3568 78.660
   5BG  9  2 0.2930 0.3232 78.660
   5BG  9  4 0.2768 0.3287 78.660
   5BG  9  6 0.2599 0.3338 78.660
   5BG  9  8 0.2437 0.3378 78.660
   5BG  9 10 0.2301 0.3405 78.660
 7.5BG  9  2 0.2911 0.3188 78.660
 7.5BG  9  4 0.2728 0.3208 78.660
 7.5BG  9  6 0.2543 0.3220 78.660
 7.5BG  9  8 0.2361 0.3225 78.660
 7.5BG  9 10 0.2215 0.3226 78.660
  10BG  9  2 0.2907 0.3159 78.660
  10BG  9  4 0.2700 0.3140 78.660
  10BG  9  6 0.2501 0.3118 78.660
  2.5B  9  2 0.2909 0.3125 78.660
  2.5B  9  4 0.2680 0.3073 78.660
    5B  9  2 0.2919 0.3102 78.660
    5B  9  4 0.2675 0.3005 78.660
  7.5B  9  2 0.2937 0.3087 78.660
  7.5B  9  4 0.2688 0.2961 78.660
   10B  9  2 0.2949 0.3076 78.660
   10B  9  4 0.2712 0.2924 78.660
 2.5PB  9  2 0.2975 0.3063 78.660
   5PB  9  2 0.2991 0.3057 78.660
 7.5PB  9  2 0.3015 0.3052 78.660
  10PB  9  2 0.3038 0.3054 78.660
  10PB  9  4 0.2910 0.2850 78.660
  2.5P  9  2 0.3050 0.3051 78.660
  2.5P  9  4 0.2963 0.2865 78.660
    5P  9  2 0.3067 0.3060 78.660
    5P  9  4 0.3003 0.2870 78.660
  7.5P  9  2 0.3107 0.3081 78.660
  7.5P  9  4 0.3117 0.2928 78.660
  7.5P  9  6 0.3120 0.2788 78.660
   10P  9  2 0.3128 0.3094 78.660
   10P  9  4 0.3176 0.2966 78.660
   10P  9  6 0.3218 0.2845 78.660
 2.5RP  9  2 0.3149 0.3108 78.660
 2.5RP  9  4 0.3234 0.3010 78.660
 2.5RP  9  6 0.3322 0.2910 78.660
   5RP  9  2 0.3172 0.3126 78.660
   5RP  9  4 0.3301 0.3060 78.660
   5RP  9  6 0.3431 0.2988 78.660
 7.5RP  9  2 0.3190 0.3141 78.660
 7.5RP  9  4 0.3350 0.3099 78.660
 7.5RP  9  6 0.3512 0.3052 78.660
